,id,subsector,nivel,eje,n°,desccorta,desclarga
556,557,Matemáticas,8,Geometría,13,Descrrbir movimientos isométricos de figuras 2D,"Describir la posición y el movimiento (traslaciones, rotaciones y reflexiones) de figuras 2D, de manera manual y/o con software educativo, utilizando: los vectores para la traslación; los ejes del plano cartesiano como ejes de reflexión; los puntos del plano para las rotaciones."
557,558,Matemáticas,8,Geometría,14,Componer relaciones isométricas en plano y espacio,"Componer rotaciones, traslaciones y reflexiones en el plano cartesiano y en el espacio, de manera manual y/o con software educativo, y aplicar a la simetría de polígonos y poliedros y a la resolución de problemas geométricos relacionados con el arte."
558,559,Matemáticas,8,Probabilidad y Estadística,15,"Comprender: posición, percentiles y cuartiles","Mostrar que comprenden las medidas de posición, percentiles y cuartiles: representándolas con diagramas, incluyendo el diagrama de cajón, de manera manual y/o con software educativo; utilizándolas para comparar poblaciones."
559,560,Matemáticas,8,Probabilidad y Estadística,16,Evaluar  forma en que los datos están presentados,Evaluar la forma en que los datos están presentados: comparando la información de los mismos datos representada en distintos tipos de gráficos para determinar fortalezas y debilidades de cada uno; justificando la elección del gráfico para una determinada situación y  su correspondiente conjunto de datos; detectando manipulaciones de gráficos para representar datos.
560,561,Matemáticas,8,Probabilidad y Estadística,17,Explicar el principio combinatorio multiplicativo,"Explicar el principio combinatorio multiplicativo: a partir de situaciones concretas; representándolo con tablas y árboles regulares, de manera manual y/o con software educativo; utilizándolo para calcular la probabilidad de un evento compuesto."
561,562,Ciencias Naturales,7,Biología,1,Explicar aspectos que influyen en la sexualidad,"Explicar los aspectos biológicos, afectivos y sociales que se integran en la sexualidad, considerando: los cambios físicos que ocurren durante la pubertad; la relación afectiva entre dos personas en la intimidad y el respeto mutuo; la responsabilidad individual."
562,563,Ciencias Naturales,7,Biología,2,Explicar el proceso de formacion de un nuevo ser,"Explicar la formación de un nuevo individuo, considerando: el ciclo menstrual (días fértiles, menstruación y ovulación); la participación de espermatozoides y ovocitos; métodos de control de la natalidad; la paternidad y la maternidad responsables."
563,564,Ciencias Naturales,7,Biología,3,Caracterizar enfermedades de transmisión sexual,"Describir, por medio de la investigación, las características de infecciones de transmisión sexual (ITS), como sida y herpes, entre otros, considerando sus: mecanismos de transmisión; medidas de prevención; síntomas generales; consecuencias y posibles secuelas."
564,565,Ciencias Naturales,7,Biología,4,Explicar modelos de barreras defensivas humanas,"Desarrollar modelos que expliquen las barreras defensivas (primaria, secundaria y terciaria) del cuerpo humano, considerando: agentes patógenos como Escherichia coli y el virus de la gripe; uso de vacunas contra infecciones comunes (influenza y meningitis, entre otras); alteraciones en sus respuestas como en las alergias, las enfermedades autoinmunes y los rechazos a trasplantes de órganos."
565,566,Ciencias Naturales,7,Biología,5,Caracterizar microorganismos utilizando modelos,"Comparar, usando modelos, microorganismos como virus, bacterias y hongos, en relación con: características estructurales (tamaño, forma y componentes); características comunes de los seres vivos (alimentación, reproducción, respiración, etc.);  efectos sobre la salud humana (positivos y negativos)."
566,567,Ciencias Naturales,7,Biología,6,Explicar roles de microorganismos en biotecnología,"Investigar y explicar el rol de microorganismos (bacterias y hongos) en la biotecnología, como en la: descontaminación ambiental; producción de alimentos y fármacos; obtención del cobre; generación de metano."
567,568,Ciencias Naturales,7,Física,7,Investigar efectos de la  de fuerza gravitacional,"Planificar y conducir una investigación experimental para proveer evidencias que expliquen los efectos de las fuerzas gravitacional, de roce y elástica, entre otras, en situaciones cotidianas."
568,569,Ciencias Naturales,7,Física,8,Describir efectos de la presión en el ambiente,"Explorar y describir cualitativamente la presión, considerando sus efectos en: sólidos, como en herramientas mecánicas; líquidos, como en máquinas hidráulicas; gases, como en la atmósfera."
569,570,Ciencias Naturales,7,Física,9,Explicar efectos de teoría de tectónica de placas,"Explicar, con el modelo de la tectónica de placas, los patrones de distribución de la actividad geológica (volcanes y sismos), los tipos de interacción entre las placas (convergente, divergente y transformante) y su importancia en la teoría de la deriva continental."
570,571,Ciencias Naturales,7,Física,10,Explicar efectos de acción volcánica en la Tierra,"Explicar, sobre la base de evidencias y por medio de modelos, la actividad volcánica y sus consecuencias en la naturaleza y la sociedad."
571,572,Ciencias Naturales,7,Física,11,Crear modelos que expliquen el ciclo de las rocas,"Crear modelos que expliquen el ciclo de las rocas, la formación y modificación de las rocas ígneas, metamórficas y sedimentarias, en función de la temperatura, la presión y la erosión."
572,573,Ciencias Naturales,7,Física,12,Comprender dinámica-acción del clima en la Tierra,"Demostrar, por medio de modelos, que comprenden que el clima en la Tierra, tanto local como global, es dinámico y se produce por la interacción de múltiples variables, como la presión, la temperatura y la humedad atmosférica, la circulación de la atmósfera y del agua, la posición geográfica, la rotación y la traslación de la Tierra."
573,574,Ciencias Naturales,7,Química,13,Investigar y explicar comportamiento de gases,"Investigar experimentalmente y explicar el comportamiento de gases ideales en situaciones cotidianas, considerando: factores como presión, volumen y temperatura; las leyes que los modelan; la teoría cinético-molecular."
